;
;Airway.txt for vACC Germany - RadarClient: EuroScope
;========================================================================
;© NAV Department VATSIM Germany - Support: nav@vatsim-germany.org
;
;For flight simulator use only. Not to be used for real world flight
;
;------------------------------------------------------------------------
;Nav-Data provided by Navigraph - www.navigraph.com, with kind permission
;Nav-Data copyright (c) Navtech Inc
;This data may not be used, recompiled, interpreted or distributed
;for any purpose without the written consent of Navigraph.
;------------------------------------------------------------------------
;AIRAC Cycle : 1603 (03/MAR/2016 - 30/MAR/2016) - Ver.1
;------------------------------------------------------------------------
;File generated at: 03-16-2016 16:58:41
;========================================================================
;
;
19SAU	45.347778	2.500000	14	T19	L	SOMTI	45.450167	2.932917	0	Y	SAU63	45.039167	1.241389	8000	Y
AAL	57.103719	9.995578	14	L621	B	LAPMA	56.625833	11.347500	4000	Y	LAGUM	57.455556	9.268333	4000	Y
AAL	57.103719	9.995578	14	M725	B	ADSEN	56.144722	10.883889	20000	Y				0	N
AAL	57.103719	9.995578	14	N607	B	KUVUS	57.338056	11.000000	10000	Y	LASRO	56.073056	8.813889	10000	Y
AAL	57.103719	9.995578	14	N866	B	DETNA	57.587611	11.069056	29000	Y	KEMEG	56.720833	8.872500	4000	Y
AAL	57.103719	9.995578	14	P615	B	ARTOR	58.334420	10.148983	10000	Y	RADIS	56.541667	9.995000	4000	Y
AAL	57.103719	9.995578	14	P621	B	NERDO	57.887942	9.228278	10000	Y				0	N
AAL	57.103719	9.995578	14	P622	B	RETKA	57.991522	9.438617	12000	Y	INTET	56.226389	9.411389	10000	Y
AAL	57.103719	9.995578	14	P990	B	ASLID	56.346389	11.343889	4000	N	KOVIK	57.559700	8.574142	4000	Y
AAL	57.103719	9.995578	14	T138	B				0	N	TINAC	56.250833	5.000000	25000	Y
AAL	57.103719	9.995578	14	T551	B	BINRO	58.160619	9.786192	10000	N	TESPI	55.898334	10.531111	4000	Y
AAL	57.103719	9.995578	14	Z716	B				0	N	VAXIT	56.537500	5.000000	25000	Y
ABADI	40.755278	18.641667	14	UQ920	H	GOKEL	40.598333	19.000000	0	Y	ENOXA	41.201389	17.668889	20000	Y
ABAKU	51.676945	19.081389	14	N871	B	POLON	51.800000	19.656111	10000	Y	OKENO	51.569722	18.593889	11000	N
ABAMA	57.986639	15.569611	14	N850	B	MOKNI	57.646306	15.068056	10000	Y	TONSA	58.609139	16.520250	10000	N
ABAMI	51.425000	7.280556	14	UM170	H	DOMEG	51.709531	7.587131	25000	Y	BAM	51.327758	7.176983	27000	Y
ABAMI	51.425000	7.280556	14	UZ717	H	USISI	51.511667	7.540833	25000	Y				0	N
ABAMI	51.425000	7.280556	14	UZ907	H	OSDIK	52.076667	8.279722	0	Y	ELDAR	51.023056	6.679445	27000	N
ABAMI	51.425000	7.280556	14	Y841	L	DOMEG	51.709531	7.587131	0	N	BAM	51.327758	7.176983	5000	Y
ABAMI	51.425000	7.280556	14	Z717	L	EXOBA	51.767222	8.326945	20000	Y	RASAS	51.180556	6.690278	12000	Y
ABAMI	51.425000	7.280556	14	Z907	L	HMM	51.856867	7.708295	0	Y	ELDAR	51.023056	6.679445	19000	N
ABANO	54.129167	9.500000	14	UZ701	H	EVIVU	54.578889	10.940278	25000	N	GASTU	53.633333	8.005278	25000	Y
ABAPO	52.102778	-4.803333	14	UN14	H	MEDOG	51.950278	-3.549445	26000	N	PEMOB	52.143889	-5.161389	26000	Y
ABARI	47.416389	6.942500	14	UL856	H	MOROK	47.396667	6.655556	20000	Y	HOC	47.466556	7.665445	20000	N
ABASO	53.976111	11.433889	14	UN851	H	ELKIM	54.289167	11.675000	25000	Y	IRKIS	53.248889	10.888611	25000	N
ABAVA	56.676389	26.543333	14	L199	B	IGORO	56.360000	28.200000	0	Y	BARVA	56.853889	25.546667	10000	N
ABAVA	56.676389	26.543333	14	P171	B	BETAL	56.819167	26.469445	10000	Y	ALMIK	56.483333	26.642222	10000	Y
ABB	50.135139	1.854695	14	H22	L	BANTI	49.924167	1.626111	0	Y				0	N
ABB	50.135139	1.854695	14	H40	L	NEBRU	49.990000	2.256667	7000	Y				0	N
ABB	50.135139	1.854695	14	J20	L				0	N	OPALE	49.899750	1.885084	7000	N
ABB	50.135139	1.854695	14	N20	L	KUNAV	50.515000	1.065556	8000	Y				0	N
ABB	50.135139	1.854695	14	N57	L	BNE	50.624778	1.907111	7000	Y	MTD	49.552639	2.489472	7000	N
ABB	50.135139	1.854695	14	R50	L	OBIVA	50.183611	2.506667	7000	Y	DPE	49.925389	1.170639	7000	Y
ABB	50.135139	1.854695	14	T20	L	DIMAL	50.492500	1.366389	7000	Y				0	N
ABB	50.135139	1.854695	14	T22	L	RATUK	50.656945	1.636389	7000	Y				0	N
ABDAP	49.991389	7.156944	14	Z656	L	IDOVI	50.078056	7.291389	5000	N	TIGPI	49.915278	7.084444	5000	Y
ABDEN	41.310833	12.213056	14	UP126	H	PNZ	40.911945	12.957500	20000	Y	BATBO	42.160000	10.565000	33000	N
ABDIL	44.152500	5.341945	14	R161	L	MEDOK	43.751111	5.891945	9000	Y	MTL	44.554945	4.779861	9000	Y
ABDIL	44.152500	5.341945	14	T43	L	EVALA	44.461667	5.234444	13000	N	TUPOX	43.975834	5.403056	13000	Y
ABDOS	47.665833	2.529722	14	G54	L	KUSEK	47.706111	2.571111	7000	N	VEROS	47.340000	2.201667	7000	Y
ABDOS	47.665833	2.529722	14	R31	L	SANCE	47.266667	2.741667	7000	Y	PTV	48.155583	2.264778	7000	N
ABDUK	51.642778	-3.800278	14	UL180	H	DIKAS	51.776945	-3.259167	26000	Y	SWANY	51.559445	-4.130000	25000	Y
ABDUK	51.642778	-3.800278	14	UL607	H	NEKAP	51.726389	-5.290556	25000	N	NUMPO	51.610000	-3.283611	25000	Y
ABEDA	52.327778	1.871111	14	M604	L	LEDBO	52.543056	2.102222	0	Y	OTBAP	52.103333	1.633333	21000	N
ABEDA	52.327778	1.871111	14	P155	L				0	N	BANEM	52.335556	1.505278	21000	N
ABEDA	52.327778	1.871111	14	UM604	H	LEDBO	52.543056	2.102222	25000	Y	OTBAP	52.103333	1.633333	25000	N
ABEDA	52.327778	1.871111	14	UP155	H	SOMVA	52.307222	2.644011	25000	Y	BANEM	52.335556	1.505278	25000	N
ABEGO	46.095278	23.643056	14	L622	L	BATIN	46.015278	23.775278	6000	Y	BUKAN	46.531667	22.891667	10000	Y
ABEGO	46.095278	23.643056	14	L850	L	RAVBI	45.910000	24.592222	11000	N	DEROT	46.215278	23.000833	11000	Y
ABEGO	46.095278	23.643056	14	UL622	H	BUKAN	46.531667	22.891667	29000	Y	NILOV	44.953831	25.170303	29000	N
ABEGO	46.095278	23.643056	14	UL850	H	MOBRA	45.864445	24.819445	29000	N	DEROT	46.215278	23.000833	29000	Y
ABERO	52.227778	23.208889	14	P851	B	VALOL	52.224722	23.466389	10000	Y	GERVI	52.155278	22.200833	10000	Y
ABERO	52.227778	23.208889	14	Z182	B				0	N	ASLUX	52.320556	22.160556	11000	N
ABERU	50.069194	12.093719	14	L984	L	OKG	50.065147	12.405739	NESTB	Y	KULOK	50.072803	11.630464	5000	Y
ABERU	50.069194	12.093719	14	T703	B	URONA	50.247778	11.973889	7000	N	TIPAM	49.830000	12.252500	7000	Y
ABERU	50.069194	12.093719	14	UL984	H	OKG	50.065147	12.405739	0	Y	KULOK	50.072803	11.630464	25000	Y
ABESI	46.159722	9.042778	14	N851	L	UTAVO	46.410556	9.009167	14000	Y	PEPAG	45.983889	9.071389	14000	N
ABESI	46.159722	9.042778	14	UN851	H	UTAVO	46.410556	9.009167	20000	Y	PEPAG	45.983889	9.071389	20000	N
ABESI	46.159722	9.042778	14	UQ330	H	VEDOK	47.790000	9.120556	0	Y	NOSTA	43.819445	7.755278	32000	N
