;
;Isec.txt for vACC Germany - RadarClient: EuroScope
;========================================================================
;© NAV Department VATSIM Germany - Support: nav@vatsim-germany.org
;
;For flight simulator use only. Not to be used for real world flight
;
;------------------------------------------------------------------------
;Nav-Data provided by Navigraph - www.navigraph.com, with kind permission
;Nav-Data copyright (c) Navtech Inc
;This data may not be used, recompiled, interpreted or distributed
;for any purpose without the written consent of Navigraph.
;------------------------------------------------------------------------
;AIRAC Cycle : 1603 (03/MAR/2016 - 30/MAR/2016) - Ver.1
;------------------------------------------------------------------------
;File generated at: 03-16-2016 16:58:48
;========================================================================
;
;
VALDI	 61.214428	   0.000000	15
6200N	 62.000000	   0.000000	15
IPTON	 62.000000	   0.000000	15
PEPIN	 59.992011	   0.015003	15
6200E	 62.000000	   0.000000	15
6100E	 61.000000	   0.000000	15
GUNPA	 61.000000	   0.000000	15
6000E	 60.000000	   0.000000	15
5900N	 59.000000	   0.000000	15
6100N	 61.000000	   0.000000	15
5900E	 59.000000	   0.000000	15
6000N	 60.000000	   0.000000	15
6001E	 60.000000	   1.000000	15
5901E	 59.000000	   1.000000	15
ORVIK	 59.638264	   0.669067	15
6101E	 61.000000	   1.000000	15
6201E	 62.000000	   1.000000	15
6202E	 62.000000	   2.000000	15
BOBLO	 61.867778	   1.724722	15
SOSUK	 61.450664	   2.143328	15
NASET	 60.530833	   1.955000	15
AGNAX	 60.957470	   2.316667	15
6002E	 60.000000	   2.000000	15
FAKSO	 61.138522	   2.144300	15
BALDU	 59.190631	   2.358078	15
EMDAL	 59.573589	   2.227175	15
INPET	 58.713533	   1.555831	15
5902E	 59.000000	   2.000000	15
IBVAS	 61.206911	   1.830636	15
VEBIL	 61.214722	   2.273611	15
BAMBU	 60.319861	   2.458958	15
NEBAV	 61.066286	   1.988250	15
RAPIR	 59.663333	   1.935000	15
ALLOY	 61.356111	   1.788333	15
BEREP	 59.035828	   1.738942	15
POTRA	 58.716667	   1.666667	15
6102E	 61.000000	   2.000000	15
TOBUR	 59.293889	   1.713611	15
RIGVU	 58.793289	   2.154953	15
TUNOS	 59.606842	   3.092500	15
6103E	 61.000000	   3.000000	15
6203E	 62.000000	   3.000000	15
IPTOK	 61.020939	   3.246050	15
MOLOX	 61.031919	   2.624075	15
TOBEB	 60.312206	   2.705242	15
6003E	 60.000000	   3.000000	15
ARTON	 60.464525	   3.221017	15
MAMAV	 60.491328	   2.824625	15
VESIB	 60.782192	   2.896167	15
DITEX	 60.834156	   3.486447	15
AKOSU	 61.180556	   2.658114	15
AMDAM	 59.437172	   2.940036	15
5903E	 59.000000	   3.000000	15
OSBEX	 60.607650	   2.774317	15
NAPUR	 60.694992	   3.345600	15
RASTO	 61.266256	   2.786350	15
OTNOP	 61.299183	   3.022747	15
GINAX	 60.380467	   4.362717	15
BATNO	 60.424103	   4.164603	15
BR802	 60.168722	   4.366383	15
ARPIX	 60.485322	   4.386633	15
TOTVU	 61.496695	   4.333583	15
BAKUT	 58.502703	   3.862459	15
5904E	 59.000000	   4.000000	15
EPOTU	 59.876334	   4.074222	15
BR727	 60.084403	   4.376614	15
ROROD	 61.222542	   4.384061	15
TAGUD	 60.250000	   4.333333	15
MODNI	 60.036250	   3.980834	15
OTRAX	 60.472033	   4.383483	15
BR637	 60.232097	   4.338050	15
ARKEN	 60.764195	   4.450533	15
6204E	 62.000000	   4.000000	15
BR801	 60.749833	   4.448250	15
6104E	 61.000000	   4.000000	15
BEMAB	 60.216667	   3.894445	15
BR701	 60.652261	   4.472053	15
EVBON	 61.396131	   4.453195	15
MAXOP	 59.256058	   3.849892	15
UPLOR	 61.748333	   4.445000	15
PIDOK	 60.203131	   4.362231	15
OLURO	 61.476870	   4.363106	15
TUVUS	 61.393972	   4.319083	15
BIMLI	 60.542447	   4.190397	15
6004E	 60.000000	   4.000000	15
OLGEP	 61.433328	   4.023825	15
BELSI	 58.968300	   3.719556	15
TAKIS	 60.612058	   4.415467	15
KUNEM	 58.791056	   4.350528	15
LAPOT	 58.632806	   4.440695	15
SUNOS	 60.185053	   5.469242	15
D213H	 60.199653	   5.066703	15
FS033	 60.242883	   5.122908	15
HD310	 59.267325	   5.385783	15
MD35	 60.262008	   5.227894	15
GAMRU	 60.160292	   4.907778	15
UPEPI	 60.155722	   5.081583	15
ZV925	 59.231472	   5.458595	15
OXERO	 59.142981	   5.379936	15
MD32	 59.335845	   5.226619	15
ZV605	 59.140172	   5.251094	15
ZV922	 59.137278	   5.201289	15
D135B	 59.312520	   5.272858	15
OTSIR	 59.338789	   4.666667	15
ZV967	 59.128489	   5.241939	15
CS033	 60.199617	   5.066650	15
ZV635	 59.128308	   5.046969	15
ARGID	 59.251444	   5.395789	15
ZV855	 59.118725	   5.016389	15
30VOR	 59.314453	   5.276428	15
BR551	 60.197525	   4.899175	15
ZV921	 59.102639	   5.111444	15
DIMAV	 59.101539	   5.200008	15
BEVGU	 59.150606	   5.421103	15
ELMEG	 60.238883	   4.969892	15
MOMUX	 60.196833	   5.075044	15
30LOC	 60.236414	   5.237236	15
ZV632	 59.152097	   5.254250	15
TIMTA	 60.186097	   5.254056	15
HD501	 59.323217	   5.252553	15
HD700	 59.300339	   5.298308	15
FF35W	 60.164264	   5.261331	15
FI35Y	 60.190500	   5.252581	15
ZV631	 59.190028	   5.339045	15
FL35Y	 60.210178	   5.246008	15
UPOSA	 61.532164	   4.715275	15
TIXOM	 60.164253	   5.261325	15
FD35	 60.196331	   5.248756	15
VIKSO	 60.177617	   5.038119	15
LESMU	 59.202267	   5.493408	15
BR822	 60.161111	   5.055583	15
ZV630	 59.212164	   5.461367	15
ZV803	 59.221833	   5.052528	15
BR523	 60.203844	   4.673783	15
FD07	 61.553042	   4.856506	15
FL07	 61.555470	   4.854706	15
BR711	 60.220658	   5.120922	15
50VOR	 60.229169	   5.238333	15
RIVNU	 59.277833	   5.343233	15
ROBIX	 60.172547	   5.062556	15
EBENA	 60.229681	   4.808697	15
AMPOR	 60.231189	   5.238986	15
CI35Z	 60.163608	   5.261550	15
ZV923	 59.153944	   5.308889	15
ML35Y	 60.274125	   5.224597	15
BR710	 60.266814	   5.210092	15
ZV601	 58.847370	   5.257136	15
BR936	 60.512236	   4.904761	15
ZV421	 58.859714	   5.130744	15
NEXUT	 58.862706	   5.276531	15
AMKIK	 58.871392	   5.349172	15
AGNUB	 58.875400	   5.450289	15
IRLOB	 60.516256	   4.686572	15
BR441	 60.517358	   5.142456	15
ZV636	 58.887109	   4.763061	15
FL11X	 58.897989	   5.497347	15
